Name;Transportunternehmen_Abkuerzung;Betriebspunkttyp_Bezeichnung;Verkehrsmittel_Bezeichnung;Gemeinde_Name;E;N;H;antenna_Location_WGS84_E;antenna_Location_WGS84_N;postal
Stäfa, Tränkebachstrasse;VZO;Haltestelle;Bus;Stäfa;2697542;1233165;414;47.2422005469433;8.726994384938966;None
Oey-Diemtigen;BLS;Haltestelle und Bedienpunkt;Zug;Diemtigen;2610755;1167638;670;46.65988932200936;7.579154459129362;3754
Hammetschwand Talstation;AH;Haltestelle;Aufzug;Luzern;2672836;1205996;962;47.00102405787607;8.396328638200233;6006
Zürich Altstetten, Bahnhof;VBZ;Haltestelle;Bus / Tram;Zürich;2679256;1249450;399;47.39110866084621;8.488376068301445;8030
Forel (Lavaux), Pra Pélisson;PAG;Haltestelle;Bus;Forel (Lavaux);2547722;1154848;727;46.542872017442846;6.757082841227557;1072
Chavannes-près-Renens, Berges;TL;Haltestelle;Bus;Chavannes-près-Renens;2533735;1153276;395;46.52749023086327;6.574971260323647;None
Cully, gare;PAG;Haltestelle;Bus;Bourg-en-Lavaux;2545352;1148830;391;46.48854894759958;6.726899599534595;None
Eriswil, Gässli;BLAG;Haltestelle;Bus;Eriswil;2631581;1213947;767;47.07578711084017;7.854449829243126;4952
Engelberg, Zügstrasse;EAB;Haltestelle;Bus;Engelberg;2673109;1186523;1170;46.82584307582721;8.396792084608126;6391
Mörschwil, Lantschen;PAG;Haltestelle;Bus;Mörschwil;2749403;1258897;576;47.46387305871629;9.42033562848383;9402
Wohlen AG, Höhenweg;PAG;Haltestelle;Bus;Wohlen (AG);2663950;1245275;482;47.355223353750496;8.285068326951908;None
Tenero, Brere;FART;Haltestelle;Bus;Tenero-Contra;2709484;1114238;195;46.17071660369007;8.856314219756793;None
Sonvico, S. Nicolao;ARL;Haltestelle;Bus;Lugano;2719738;1101399;509;46.0535003124285;8.985778360025318;6901
Fribourg, J. Vogt;TPF;Haltestelle;Bus;Fribourg;2578199;1183100;622;46.798703012148685;7.153064429818617;1708
Niederwald, Bahnhof;MGB;Haltestelle;Bus;Goms;2657746;1142948;1251;46.43539104413815;8.189994613742801;None
Reinach AG, Sportanlagen;BBA;Haltestelle;Bus;Reinach (AG);2655512;1234187;521;47.25626175009489;8.172018863775735;None
Rümlang, Gemeindehaus;VBG;Haltestelle;Bus;Rümlang;2682294;1256047;460;47.45006466760909;8.529824463598542;8153
Bibern SO, Post;PAG;Haltestelle;Bus;Buchegg;2601284;1221619;515;47.145544598112615;7.455557053657316;None
Ennetbürgen (See);SGV;Haltestelle;Schiff;Ennetbürgen;2674743;1204555;435;46.98785107512373;8.421163385284597;6373
Grabs, Mühlbachstrasse;BOS;Haltestelle;Bus;Grabs;2752572;1227462;456;47.18050085732514;9.451654118617837;None
Naters, Sportplatz;PAG;Haltestelle;Bus;Naters;2643461;1130681;679;46.3261221852144;8.002987951400709;3904
Dübendorf, Glärnischstrasse;VBG;Haltestelle;Bus;Dübendorf;2689934;1250173;439;47.39623943852737;8.629931843117058;None
L'Ethérolla;TTY;Haltestelle;Sesselbahn;Vex;2594575;1112842;2413;46.1670297272422;7.368408302516402;1981
Vevey, Pra;VMCV;Haltestelle;Bus;Vevey;2555026;1146820;437;46.47118939900501;6.853085359196196;1811
Sauges-près-Saint-Aubin;PAG;Haltestelle;Bus;La Grande Béroche;2548561;1193182;489;46.887756192466114;6.763712376483431;None
Castaneda, Al Ronc;PAG;Haltestelle;Bus;Castaneda;2731029;1124523;859;46.259368099132566;9.13809787401699;6540
Hergiswil NW, Gemeindehaus;AAGR;Haltestelle;Bus;Hergiswil (NW);2666617;1204585;440;46.98898620246327;8.314357122001153;None
Locarno (lago);NLM;Haltestelle;Schiff;Locarno;2705227;1114099;198;46.17014492084889;8.801171856094133;6605
Haslen AI, Linde;PAG;Haltestelle;Bus;Schlatt-Haslen;2745742;1247776;739;47.36470119978527;9.368167715503388;None
Lutry, Bras-de-Fer;TL;Haltestelle;Bus;Lutry;2543322;1151474;567;46.512163201358135;6.700137446166291;1095
Oberwil BL, Im Buech;BLT;Haltestelle;Bus;Oberwil (BL);2607864;1264124;340;47.5278041049684;7.543046363196108;None
Granges-près-Marnand,Le Canard;PAG;Haltestelle;Bus;Valbroye;2558248;1178951;466;46.76042705982416;6.89211281382988;None
Wila, Geissackerstrasse;PAG;Haltestelle;Bus;Wila;2706066;1252606;594;47.41571830034985;8.844158735405674;8492
Belmont-sur-Lausanne, Cita;TL;Haltestelle;Bus;Belmont-sur-Lausanne;2541835;1152179;589;46.51837699292603;6.680674419500143;None
Bichwil, Torackerstrasse;PAG;Haltestelle;Bus;Oberuzwil;2727536;1253847;627;47.423068070147565;9.128942052035644;9242
Laax GR, Cons;PAG;Haltestelle;Bus;Laax;2738970;1186229;1036;46.81270665105856;9.259632539503723;None
Sachseln Schiffstation;MSSG;Haltestelle;Schiff;Sachseln;2660930;1191416;470;46.8710808766329;8.237840603725424;6072
Avusy, Creux-du-Loup;TPG;Haltestelle;Bus;Avusy;2488533;1112178;419;46.15183992506583;5.995798027610872;None
Uetendorf, Bergschulhaus;PAG;Haltestelle;Bus;Uetendorf;2609637;1180026;604;46.7713419744293;7.564806034892985;3661
Zermatt, Vispa;EBZ;Haltestelle;Bus;Zermatt;2624097;1096684;1600;46.021274960035726;7.749801570480232;None
Orsières, gare;TMR;Haltestelle;Bus;Orsières;2577180;1097390;902;46.02766514083524;7.143950184609055;1937
Morges, La Tour;MBC;Haltestelle;Bus;Morges;2527343;1151831;406;46.51382790768364;6.491896148096799;None
Mastrils, Tretsch;PAG;Haltestelle;Bus;Landquart;2760069;1203835;696;46.96628114263488;9.542165448979892;7302
Blonay;MVR;Haltestelle;Zug;Blonay - Saint-Légier;2558313;1146185;620;46.4656904423676;6.895937563922588;None
Sevelen, Veltur;BOS;Haltestelle;Bus;Sevelen;2755450;1221130;465;47.12289479902436;9.487427703494872;9475
Murgenthal, Fahracker;AVA;Haltestelle;Bus;Murgenthal;2629569;1234939;414;47.2646954278401;7.8293327270366335;None
Emmenbrücke, Geisselermoos;PAG;Haltestelle;Bus;Emmen;2659880;1215667;556;47.089305897219546;8.227264512297765;None
Adliswil, Wanneten-/Haldenstr.;SZU;Haltestelle;Bus;Adliswil;2681961;1240014;473;47.30591531152225;8.522473404254756;None
Gordola, Carcale;PAG;Haltestelle;Bus;Gordola;2710661;1115405;225;46.181020361008166;8.87182744274139;6596
Yverdon-les-Bains, Pierre de Savoie;TRAVYS;Haltestelle;Bus;Yverdon-les-Bains;2539092;1180023;434;46.7685908973411;6.641237412047822;None
Mägenwil, Eckwil;PAG;Haltestelle;Bus;Mägenwil;2660458;1251549;418;47.41197966897351;8.23969890954917;None
Wettingen, Bahnhofplatz;RVBW;Haltestelle;Bus;Wettingen;2666138;1256956;388;47.46006178846682;8.315754094237388;None
Cronay, Le Crêt;PAG;Haltestelle;Bus;Cronay;2542925;1178553;612;46.75570827837719;6.691598910782016;1406
Bussigny VD, ch. de Rente;TL;Haltestelle;Bus;Bussigny;2532639;1156637;484;46.55761288678055;6.5601963508371615;None
Montana, Sur Moubra;SMC;Haltestelle;Bus;Crans-Montana;2602969;1128258;1438;46.305722056241;7.477181554341161;None
Rümlang, Oberdorf;VBG;Haltestelle;Bus;Rümlang;2682326;1256259;444;47.451967216292815;8.530287825839112;8153
Bösingen, Abzw. Tuftera;PAG;Haltestelle;Bus;Bösingen;2584575;1194083;500;46.8976773042094;7.236209841848805;3178
Rueun, Las Dretgs;PAG;Haltestelle;Bus;Ilanz/Glion;2730857;1182263;784;46.77868388438689;9.152223465304033;None
Lac-Noir (Petit-Chamossaire);TVGD;Haltestelle;Sesselbahn;Ollon;2572373;1131005;1712;46.32986768987246;7.079881506502966;None
Montagnola, Ghiera;PAG;Haltestelle;Bus;Collina d'Oro;2713456;1092664;271;45.9760237405368;8.902522176536998;None
Münsingen, Erlenau;SVB;Haltestelle;Bus;Münsingen;2608903;1190873;524;46.868924608492286;7.555406100266019;None
Savognin, Cresta;PAG;Haltestelle;Bus;Surses;2765283;1163059;1207;46.59834656036651;9.595918092483622;None
Neuchâtel, Tivoli;TRN;Haltestelle;Bus;Neuchâtel;2559494;1203749;453;46.98356400903144;6.906213946781485;None
Orbe, Couronne;TRAVYS;Haltestelle;Bus;Orbe;2530710;1175500;483;46.72708676705305;6.5321960277185;None
Diepflingen;SBB CFF FFS;Haltestelle;Zug;Diepflingen;2630099;1255495;420;47.4495560372009;7.837714946996124;4442
Nussbaumen TG, Schulhaus;PAG;Haltestelle;Bus;Hüttwilen;2704355;1275858;491;47.625083356079685;8.826941921551091;8536
Dietikon, Weinberg;VBZ;Haltestelle;Bus;Dietikon;2671233;1250593;454;47.40230464817919;8.382303715493558;None
Lichtensteig;SOB;Haltestelle und Bedienpunkt;Zug;Wattwil;2724325;1242283;616;47.31969577822079;9.083184883631036;None
St. Moritz;RhB FR VR;Haltestelle und Bedienpunkt;Zug;St. Moritz;2784810;1152464;1775;46.49796776262176;9.846390490378132;None
Bergdietikon, Baltenschwil;VBZ;Haltestelle;Bus;Bergdietikon;2672022;1249544;433;47.39278463802627;8.392586278301001;8962
Courtételle, Avenir;PAG;Haltestelle;Bus;Courtételle;2590828;1243604;435;47.343226847335394;7.317254297248995;2852
Watt, Laubisser;VBG;Haltestelle;Bus;Regensdorf;2678373;1255706;442;47.44747665357077;8.477779213582727;None
Möriken AG, Schloss Wildegg;RBL;Haltestelle;Bus;Möriken-Wildegg;2655568;1252335;386;47.41947941700158;8.175007568734078;None
Goldau, Schützenhaus;AAGS;Haltestelle;Bus;Arth;2684882;1211896;513;47.05265784989676;8.555802115773295;6415
Scharnageln;asm;Haltestelle;Zug;Niederbipp;2619841;1234721;460;47.26309786719125;7.70078472731418;4704
Crissier, Closalet;TL;Haltestelle;Bus;Crissier;2533350;1156171;448;46.55349256086785;6.569535048220825;None
Mels, Aussicht;BOS;Haltestelle;Bus;Mels;2750345;1211907;550;47.04114036618395;9.41710890119058;None
Adelboden Bergläger (Silleren);BA;Haltestelle;Kabinenbahn;Adelboden;2607263;1146388;1486;46.46878032382852;7.533199071544327;3715
Pany, Börtji;PAG;Haltestelle;Bus;Luzein;2775468;1200608;1454;46.93337384119357;9.74317329101304;7242
Einsiedeln, Diorama;PAG;Haltestelle;Bus;Einsiedeln;2699443;1220715;890;47.12994843139983;8.749351998923636;None
Leysin, Les Esserts-Fontaine;OTL;Haltestelle;Bus;Leysin;2568150;1133815;1351;46.35495746679588;7.024849930336622;None
Luzern, Casino-Palace;VBL;Haltestelle;Bus;Luzern;2666845;1211957;441;47.05527065002404;8.318440331532287;6006
Lanzenhäusern, Aekenmatt Dorf;PAG;Haltestelle;Bus;Schwarzenburg;2594255;1189618;663;46.85766872534733;7.363298128282605;None
St. Antönien, Sagaris;PAG;Haltestelle;Bus;Luzein;2782978;1206673;1592;46.98587714069177;9.844188691060728;7242
Eisten, Ganterbrücke;PAG;Haltestelle;Bus;Ried-Brig;2647525;1127265;1480;46.29511905424648;8.055408833328519;3911
Büblikon, Rössli;PAG;Haltestelle;Bus;Wohlenschwil;2661911;1252099;360;47.41679121004382;8.259026085848362;5512
Fribourg, Musy 24;TPF;Haltestelle;Bus;Fribourg;2580027;1184269;649;46.80927612532996;7.1769578699348;1708
Gimel, La Vernette;PAG;Haltestelle;Bus;Gimel;2513163;1151595;735;46.51001309104935;6.307194161575354;None
Winterberg ZH, Dorf;VBG;Haltestelle;Bus;Lindau;2694592;1256936;578;47.45640631159075;8.693055721056567;8315
Melchsee-Frutt, Fachshubel;SMF;Haltestelle;Bus;Kerns;2666854;1180873;1982;46.77567985068843;8.31399613910642;6064
Diessenhofen;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Diessenhofen;2698633;1282475;413;47.68546976920376;8.75230590981059;None
Fontanivent, Chantey;PAG;Haltestelle;Bus;Montreux;2558775;1144950;556;46.45460977493845;6.902062162654719;None
Zug, Landis & Gyr/Bahnhof;ZVB;Haltestelle;Bus;Zug;2681580;1225415;419;47.17466278063539;8.514788391319746;6302
Verbier, Nifortsié;PAG;Haltestelle;Bus;Val de Bagnes;2583788;1105105;1502;46.09725692477613;7.229018018649616;None
Lütschental;BOB;Haltestelle und Bedienpunkt;Zug;Lütschental;2639078;1165222;713;46.63710176534304;7.948990250011363;None
Rolle, Quatre-Communes;PAG;Haltestelle;Bus;Rolle;2515056;1145981;397;46.459760007809095;6.332888218051589;None
Goldiwil, Dorf;STI;Haltestelle;Bus;Thun;2617233;1179142;930;46.76323758812555;7.664221524535359;3609
Scuol, Bügl Grond;PAG;Haltestelle;Bus;Scuol;2818300;1186690;1200;46.795563410140765;10.2986031585697;7550
Carjöl;DKB;Haltestelle;Sesselbahn;Davos;2781980;1184208;1624;46.784166476235015;9.822105509214213;None
La Robella (télésiège);TBR;Haltestelle;Sesselbahn;Val-de-Travers;2532162;1192037;1222;46.87598327433651;6.548731256395007;None
Oberlunkhofen, Post;PAG;Haltestelle;Bus;Oberlunkhofen;2671923;1240535;439;47.31177161761451;8.389828927680151;8917
Cham, Löbernmatt;ZVB;Haltestelle;Bus;Cham;2677430;1226500;425;47.18492010160254;8.460236464434896;6330
Avry-sur-Matran, bif.;TPF;Haltestelle;Bus;Avry;2572288;1181856;678;46.78729230600467;7.07571302908236;None
Aven, La Croix;PAG;Haltestelle;Bus;Conthey;2587208;1120504;916;46.23585327252921;7.272816621437716;None
Alpetli;BST;Haltestelle;Sesselbahn;Rheinwald;2743955;1153770;2211;46.51974573576875;9.314759075537689;None
Goldiwil, Jungfrau;STI;Haltestelle;Bus;Thun;2617061;1179074;920;46.76263031292424;7.661967473619851;3609
Luthern Bad, Dreilindenplatz;PAG;Haltestelle;Bus;Luthern;2636987;1208580;872;47.02723249644966;7.925189999029321;None
Thierrens, La Rapaz;PAG;Haltestelle;Bus;Montanaire;2547171;1172272;767;46.699560866714094;6.74789573603735;None
Gfeld, Bahnhof;AB;Haltestelle;Bus;Trogen;2752232;1252421;912;47.40499793614448;9.455635431912636;9043
Aubonne, Sermaret;PAG;Haltestelle;Bus;Saint-Livres;2519556;1150344;461;46.499560631803824;6.390699741176965;None
Lausanne, Les Chavannes;TL;Haltestelle;Bus;Lausanne;2540037;1153517;627;46.53025352904524;6.657071653541161;1012
La Chaux-du-Milieu, Clef-d'Or;PAG;Haltestelle;Bus;La Chaux-du-Milieu;2544988;1207694;1069;47.0180018198062;6.715074842844659;2405
Bussnang, Alterszentrum;PAG;Haltestelle;Bus;Bussnang;2723527;1268556;434;47.55609524704457;9.07990185905392;None
Denges, Les Oches;MBC;Haltestelle;Bus;Denges;2531184;1153119;396;46.525820090513385;6.541748936975763;1026
Flawil, Wilerstrasse;PAG;Haltestelle;Bus;Flawil;2731707;1253082;612;47.41536781750822;9.183979493996333;None
Saxeten, Skipintli;PAG;Haltestelle;Bus;Saxeten;2629903;1164605;1161;46.6320247776359;7.829128472874984;3813
Vouvry, Le Culat;PAG;Haltestelle;Bus;Vouvry;2557691;1132526;380;46.34278315704204;6.889088852173847;None
Ennetbaden, Neuacker;RVBW;Haltestelle;Bus;Ennetbaden;2666758;1259549;441;47.483319081988974;8.324363985520982;5408
Corseaux, salle de gym;VMCV;Haltestelle;Bus;Corseaux;2553238;1146842;429;46.47126458944515;6.829804529548015;1802
Bremgarten AG, Obertorplatz;PAG;Haltestelle;Bus;Bremgarten (AG);2668395;1244840;385;47.35086496162727;8.343830951131723;None
Saignelégier;CJ;Haltestelle und Bedienpunkt;Zug;Saignelégier;2566359;1233845;983;47.25465348649774;6.994199361253975;2350
Opfikon;SBB CFF FFS;Haltestelle und Bedienpunkt;Zug;Opfikon;2684737;1253845;427;47.42995168529736;8.561795855017706;None
Hinterkappelen, Post;PAG;Haltestelle;Bus;Wohlen bei Bern;2595435;1201885;508;46.96802243814231;7.378646798581514;None
Oberstocken, Hofacker;STI;Haltestelle;Bus;Stocken-Höfen;2609048;1173919;683;46.71641509114855;7.556974965911335;None
Zürich, Brunaustrasse;VBZ;Haltestelle;Bus / Tram;Zürich;2682620;1245607;419;47.35613376183272;8.53221751479543;8030
Montreux, Le Pont;VMCV;Haltestelle;Bus;Montreux;2559878;1142623;429;46.43374454982919;6.916620255691576;None
Wald ZH, Dieterswil;VZO;Haltestelle;Bus;Wald (ZH);2711090;1238450;762;47.28758854010809;8.907208088914684;None
L'Abbaye, Crêt-Blanc;MBC;Haltestelle;Bus;L'Abbaye;2515694;1167987;1075;46.65777793656064;6.337164629251337;1344
Wädenswil, Schmiedstube;SZU;Haltestelle;Bus;Wädenswil;2693286;1231484;408;47.22769729676264;8.670440653833184;None
Avenches, Joli-Val;PAG;Haltestelle;Bus;Avenches;2569782;1191743;462;46.87611874572066;7.042238249518947;None
Bussigny, Condémine;TL;Haltestelle;Bus;Bussigny;2532675;1156402;468;46.55550268879043;6.5607001333912685;None
Conters im Prättigau, Malutt;PAG;Haltestelle;Bus;Conters im Prättigau;2779748;1197445;1069;46.90379016725192;9.798102822086427;None
Kaiserstuhl AG, Bahnhof;PAG;Haltestelle;Bus;Zurzach;2673725;1268883;368;47.56651675219512;8.418338517141057;None
Weesen (See);SW;Haltestelle;Schiff;Weesen;2725977;1221745;424;47.134692230100285;9.099281004987546;8872
Schwadernau, Sagibach;asm;Haltestelle;Bus;Schwadernau;2589637;1219593;433;47.127239845733634;7.302051461400277;2556
Unterlangenegg, Hänni;STI;Haltestelle;Bus;Unterlangenegg;2619353;1182815;841;46.79621951164024;7.692127735859614;3614
Riehen, Wenkenhof;BVB;Haltestelle;Bus;Riehen;2616107;1269191;326;47.57322562375335;7.652685818656281;None
Wetzikon ZH, Bahnhof Süd;VZO;Haltestelle;Bus;Wetzikon (ZH);2702304;1241593;532;47.31727450222423;8.79179996624101;None
Zofingen, Riedtalstrasse;AVA;Haltestelle;Bus;Zofingen;2638826;1236520;432;47.278436620443216;7.951782227949169;4801
Neuendorf, Industrie;PAG;Haltestelle;Bus;Neuendorf;2626302;1240226;437;47.31238678816323;7.786474357321329;4623
La Tour-de-Peilz, Doges;VMCV;Haltestelle;Bus;La Tour-de-Peilz;2556513;1145253;451;46.45719205001895;6.872592758024019;1814
Tramelan, gare;PAG;Haltestelle;Bus;Tramelan;2574666;1230280;889;47.222960181693146;7.104142183440702;None
Bellinzona, Via Mirasole;PAG;Haltestelle;Bus;Bellinzona;2722225;1117668;226;46.199373668615024;9.022147020589337;6503
Uster, Turicum;VZO;Haltestelle;Bus;Uster;2694935;1244899;464;47.348107922729;8.695047754653697;None
Pignia, Dorf;PAG;Haltestelle;Bus;Andeer;2753102;1164226;1045;46.61174303270932;9.437390555823647;7440
Appenzell, Schönenbüel;PAG;Haltestelle;Bus;Schwende-Rüte;2750322;1244381;893;47.33314627661568;9.427639265812218;None
Luzern, Bramberg;VBL;Haltestelle;Bus;Luzern;2665805;1212049;483;47.05620218084176;8.304766397112838;6006
Plagne, bas du village;VB TPB;Haltestelle;Bus;Sauge;2588922;1226538;832;47.18969685384239;7.292456465983079;None
Zizers, Rappagugg;PAG;Haltestelle;Bus;Zizers;2761805;1198848;540;46.92101766491052;9.563193363729118;7205
Eggerberg, Wyer;PAG;Haltestelle;Bus;Eggerberg;2635116;1129045;1303;46.31189319361204;7.894506874831327;3939
Visp, Lonzawerke;PAG;Haltestelle;Bus;Visp;2634465;1127161;647;46.29497938427202;7.885916767512198;None
St-Aubin FR, Le-Haut;TPF;Haltestelle;Bus;Saint-Aubin (FR);2564743;1193552;499;46.89214208356957;6.975998473822428;None
Altstätten SG, Breite;BOS;Haltestelle;Bus;Altstätten;2758524;1249696;474;47.37901255493016;9.537996647406649;None
Autigny, En Verdau;PAG;Haltestelle;Bus;Autigny;2568344;1176555;707;46.73943192150174;7.02443006687611;1742
Zug, Reformierte Kirche;ZVB;Haltestelle;Bus;Zug;2681535;1225067;420;47.17153844960076;8.514131938318757;6302
Plan-Francey;TTM;Haltestelle;Standseilbahn / Kabinenbahn;Gruyères;2568182;1156133;1519;46.5557202651742;7.023727712713797;None
Oberschan, Museum;BOS;Haltestelle;Bus;Wartau;2754547;1218356;665;47.09816290014942;9.474583065319818;None
Bern Europaplatz, Bahnhof;SVB;Haltestelle;Bus / Tram;Bern;2597539;1199130;551;46.943252135597895;7.406309280915552;3029
Sagogn, Carnetg;PAG;Haltestelle;Bus;Sagogn;2738169;1183691;760;46.79004919645546;9.248373284285403;7152
Ernen, Z'Brigg;MGB;Haltestelle;Bus;Ernen;2652913;1137950;990;46.39083131791032;8.126544321956766;None
Glarus, Friedhof;PAG;Haltestelle;Bus;Glarus;2723448;1211085;488;47.039303529819534;9.063043769309449;None
Sempach Stadt, Seesatz;PAG;Haltestelle;Bus;Sempach;2657299;1219425;508;47.12333534655826;8.193750306590143;6204
Aigle, La Mêlée;PAG;Haltestelle;Bus;Aigle;2561446;1129765;385;46.318173416404655;6.938090780183085;None
Wädenswil, Friedhof;SZU;Haltestelle;Bus;Wädenswil;2693540;1230720;502;47.220790332725976;8.673635319893977;None
Lausanne, Siège du CIO;TL;Haltestelle;Bus;Lausanne;2535573;1152152;380;46.51755956330723;6.599082122614956;1012
Epagny, centre;TPF;Haltestelle;Bus;Gruyères;2572856;1159846;708;46.58932715223408;7.084457182007665;None
Fribourg, Jardin botanique;TPF;Haltestelle;Bus;Fribourg;2578360;1182621;630;46.79439952548951;7.155196104278792;1708
Sennwald, Dornen;BOS;Haltestelle;Bus;Sennwald;2755150;1235425;453;47.25150082692958;9.488397371261074;9466
Hosenruck, Welfensberg;BOS;Haltestelle;Bus;Wuppenau;2727140;1262148;692;47.49778663277125;9.126061331680566;9514
Rümlang, Hofwisenunterführung;VBG;Haltestelle;Bus;Rümlang;2682822;1256299;420;47.452264697281535;8.536871480083914;8153
Wil SG, Klosterwiese;BOS;Haltestelle;Bus;Wil (SG);2721695;1258169;569;47.46303806340268;9.052728267711148;None
Grossdietwil, Schönegg;PAG;Haltestelle;Bus;Grossdietwil;2634173;1224367;594;47.16938357618179;7.889364428657686;6146
Fully, Creppier;PAG;Haltestelle;Bus;Fully;2575385;1109898;463;46.14011677636721;7.120111511576639;None
Souboz, village;PAG;Haltestelle;Bus;Petit-Val;2585170;1235927;869;47.27407309460504;7.242638653351999;None
Himmelried, Schulhaus;PAG;Haltestelle;Bus;Himmelried;2611847;1252277;637;47.42119337057797;7.595622538374963;4204
Genève-Aéroport, WTC;TPG;Haltestelle;Bus;Meyrin;2497225;1120644;421;46.22936938683439;6.106423072619244;1217
Chur, Lochertstrasse;BuS;Haltestelle;Bus;Chur;2760230;1191861;585;46.8585720875788;9.54006596339348;7001
Urigen;AAGU;Haltestelle;Bus;Unterschächen;2700598;1191990;1274;46.871426830224856;8.758205896437035;6465
Lens, place de la Scie;PAG;Haltestelle;Bus;Lens;2600718;1126072;1184;46.28606357643542;7.447960328392747;1978
Aareschlucht West;zb;Haltestelle;Zug;Meiringen;2658098;1174730;604;46.72124431108756;8.198577494163949;None
Stettbach;SBB CFF FFS;Haltestelle;Zug;Zürich;2687382;1250243;432;47.397212485930666;8.59614553640304;8030
Satigny, Les Maladières;TPG;Haltestelle;Bus;Satigny;2493571;1120018;422;46.22317017302832;6.0592104883439255;None
Uors, vitg;PAG;Haltestelle;Bus;Lumnezia;2733436;1173633;931;46.70056066712252;9.183471664821289;None
Lantsch/Lenz, Scola;PAG;Haltestelle;Bus;Lantsch/Lenz;2762542;1172484;1310;46.68377091620969;9.563491360050955;7083
Chemin, Ecotteaux bif.;PAG;Haltestelle;Bus;Martigny;2572277;1104377;861;46.090331847849136;7.080219886601485;None
Clünas;PSSA;Haltestelle;Sesselbahn;Scuol;2814872;1189242;2484;46.81962003515325;10.254931274086388;7550
Oberwil BL, Schwanen;BLT;Haltestelle;Bus;Oberwil (BL);2608721;1262506;297;47.51324136903304;7.55439480000043;None
Wädenswil, Lätten;SZU;Haltestelle;Bus;Wädenswil;2692826;1232071;443;47.23304128649322;8.664488571157097;None
Niedermuhlern, Käserei;PAG;Haltestelle;Bus;Niedermuhlern;2602042;1190051;830;46.86158623019637;7.465413320079699;3087
Nyon, La Redoute;PAG;Haltestelle;Bus;Nyon;2507662;1138516;419;46.39163586810261;6.238140750296546;None
Altdorf UR, Ruberst/Neuland;AAGU;Haltestelle;Bus;Altdorf (UR);2691200;1191275;450;46.86635118864461;8.634806799990539;None
Boniswil, Eichholz;RBL;Haltestelle;Bus;Seengen;2656733;1241216;476;47.31937737595299;8.189036673260938;5707
Gruppaldo, Bivio;FART;Haltestelle;Bus;Ronco sopra Ascona;2700618;1111955;444;46.151565311965015;8.74104279962835;6622
St. Martin, Bucarischuna;PAG;Haltestelle;Bus;Vals;2733854;1168305;1166;46.65256073699588;9.187382935645822;7132
Schwändi b. Schwanden,Lassigen;AS;Haltestelle;Bus;Glarus Süd;2724041;1208202;671;47.01326572342415;9.07005585519325;None
Alterswil FR, Beniwil;TPF;Haltestelle;Bus;Tafers;2585403;1182882;732;46.79693984347145;7.247435947275445;1712
Osogna, Toboga;PAG;Haltestelle;Bus;Riviera;2719419;1129628;266;46.30744404298082;8.988864579671763;None
